"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","cluster"
"291","不得了！这些歌好洗脑......","Nanoha",1492300800,"<b>介绍：</b>洗脑式卖萌 最为致命<br>封面P站ID=62293253<br><br>本单为自带洗脑循环BUFF的萌音、电波歌，有部分歌较冷门但十分带感，希望各位不要错过<br><br>时隔两年半的萌音、电波单，这么久不建这类单是因为云村已经有很多绅士建这类单了，这次歌单的主要目的还是推歌单里那些比较冷门的歌，摆了这么久也没人听，我也很绝望啊。什么给里给里极乐净土就不放了<br><br>",433295,12836,62,280,"[""日语"",""快乐"",""ACG""]",8951,10,462,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",199,"是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",32,0,"是","否","否","否","是","否","否",3
"292","不得了！这些日语歌的热评信息量好大……","团战专用小火把",1490572800,"<b>介绍：</b>自古网易多段子手，相信大家已经领略过了。但是你有没有想过当段子手们开始玩接龙……那可就没这么简单了。通常会有第一个人从原曲的歌词、曲风、创作背景甚至歌手资料出发写下一段脑洞清奇的文字，一旦被有心的网易文豪看到，往往以此为根据展开续写，越写越头头是道，逐渐建立起一个完整的世界观，让吃瓜群众们看得津津有味，拍案叫绝，纷纷点赞，于是这首歌的热门评论区蔚为壮观，俨然盖过了歌曲本身的风头。这不得不说是云村的一大特色文化啊！<br><br>1.日系歌曲(包括纯音乐)<br>2.热评里的文豪在玩接龙<br>3.具有较为丰富的故事情节<br><br>呕心沥血收集了我能找到的一些热评具有以上特征的歌曲，如有遗漏还望不吝推荐。打开云村看故事会，你值得拥有。<br>",563395,25267,646,593,"[""日语"",""快乐"",""ACG""]",14076,9,109,19,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",336,"否","是","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",43,1,"是","否","否","否","是","否","否",3
"293","不如送你一阵等不及的夏日清风","鮭魚先森",1492646400,"<b>介绍：</b>歌单收入关于夏季的华语歌曲。 附拙作不讲求平仄韵律的古体诗一首： 梅黄蕉绿夏日长，孤山野径探幽香。 三生谈月西泠宿，吴山峰顶看流虹。<br>",2878056,19028,175,488,"[""华语"",""流行"",""民谣""]",11314,10,133,14,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",80,"是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",81,24,"是","否","否","否","是","否","否",3
"294","沧桑隽永，抚慰灵魂","溯流流",1430265600,"<b>介绍：</b>上帝为每个人灵魂提供了选择机会：或是拥有真理，或是得到安宁。你可以任选其一，但不能兼而有之。<br>",436088,9431,183,133,"[""欧美"",""经典"",""治愈""]",225,8,10,9,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",60,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否",25,0,"否","否","否","是","否","否","否",3
"295","曾经唱遍大街小巷的经典怀旧粤语","梦到了所有人的梦",1407369600,"<b>介绍：</b>八十、九十年代的经典，一代人的回忆。当音乐响起，满满是回忆，是否你也想起那年的街角？<br>",409065,4759,57,33,"[""粤语"",""流行"",""经典""]",6941,9,97,15,"否","是","是","否","否","是","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否",56,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否",54,14,"是","否","否","否","是","否","否",3
"296","超好听的笛子名曲","百雅",1367280000,"<b>介绍：</b>超好听的笛子音乐。<br>",613603,13653,119,102,"[""轻音乐"",""器乐""]",2801,7,52,8,"否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",23,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","否","否",132,5,"是","否","否","否","是","否","否",3
"297","超时空要塞Δ","萌香妹妹",1452038400,"<b>介绍：</b>超时空要塞△ ——「女武神永不止步」更新啦～我都忘了还有新专辑了 ~~~~~~~~某/1dFiIGMH 盘 /s/1bpdxdCz 你/1eRCm7kQ 懂/1kUOTEdh 的 最后这个是三专的/1pLAo6UZ<br>",558090,10127,101,209,"[""日语"",""ACG""]",171,6,58,6,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",121,"否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",44,0,"否","否","否","是","否","否","否",3
"298","车载低音专用","活在水里的猫",1455580800,"<b>介绍：</b>低音炮是大家的一个俗称或者简称，严格讲应该是：重低音音箱。重低音其实是电子音乐里，低音音乐的一个叫法。这个词语第一次是被创新开发出来的，而“低音炮”这一个乡土化特色的词语则是由麦蓝（即现在的麦博）开创性地提出的。就人耳可闻的音频分析而言，由重低音、低音、低中音、中音、中高音、高音、超高音等组成，有强化音节节奏的效果。<br>简单讲，低音是声音的基本框架，中音是声音的血肉，高音是声音的细节反映。重低音喇叭人耳的可闻是极其有限的，反而是人的其它感官会感受得到，这就是震撼的感觉！就音响与家庭影院反映的音频节目源的需要来说，重低音只是在特定的节目源存在并需要还原的，有它，可以使节目源的还原更加结实，无它，就给人缺乏力量、能量的感觉。比如，在电影院或者在现实中，我们能够感受得到飞机起飞时那种力量与能量的震撼，但是如果我们的家庭影院没有配置重低音喇叭音箱或者配置不合理，人们就无法感受这种震撼，但也仅此而已。<br>",3908426,104935,1504,495,"[""酒吧"",""器乐""]",12275,10,39,6,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",417,"否","是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否",39,1,"是","否","否","否","是","否","否",3
"299","车载重低音舞曲（????????）","全民歌声",1480032000,"<b>介绍：</b>车载超低音舞曲，???????? ??????????? ????????(?????? ??????????? ??????????? ????? ????????? ????? ?????? ???????? ?????????? ?????? ??????????? ??????? ???????）<br>重低音其实是电子音乐里，低音音乐的一个叫法。所谓的重低音就是比较重的低音，概念重低音就是提升音频中的低音部分(100HZ以下，甚至包括次声波，人虽然听不见，但还是有效果的).因为人耳对低音是不敏感的，所以需要较强的低音来产生效果。<br>",2129472,24390,3176,16,"[""世界音乐"",""舞曲"",""驾车""]",7745,8,29,17,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",286,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",435,38,"是","否","否","否","是","否","否",3
"300","沉浸于字里行间°读书专用背景音乐","玛丽锁链是耶稣",1499299200,"<b>介绍：</b>读书于我而言意味着什么呢？这是一个由于我太常思考而可以将答案脱口而出的问题。它意味着，沉浸于文字，感受文字带来的力量，感受那些蕴藏在字里行间的美，情感，并因此离现实稍微远那么一点点———就像是坐在热气球上俯瞰大地，通过人为制造的孤独，获得一种心灵的宁静。<br>在浮躁的当代，我想我们更需要读书，更需要文学，来补充浮躁的物质生活里精神的匮乏。书本是永远的避风港：当你沉浸于书中的故事，跟着它大笑或是流下热泪的时候，你已经部分的超脱了自身，也就是说，你可以更好的思索和接纳自身。阅读诗歌，哲学，和那些伟大的灵魂穿过薄薄的书页对话，接受他们思想的洗礼，这是多么荣幸的一件事啊。书本本身，就是人类对人类最好的馈赠，而阅读，是我们接受这礼物的唯一办法。<br><br>这个歌单选取了一些能营造氛围，同时又较为轻松舒缓的歌，是我平时阅读的时候喜欢听的歌，能够让我更好的进入沉浸于阅读的状态。选曲风格比较杂乱，总共365首，寓意一年中的每一天，我们都应当阅读。<br>intro选用了布皮树乐队的《林波巷》，这首歌的歌词充满诗意，它歌颂偶然，梦境，真真假假的虚幻和命运的不确定性。这首歌的后半部分有一段朗诵，内容是短篇小说巨匠欧亨利的遗作。音乐和文字的情绪在这一刻完美地接洽，碰撞，像偶然划过的流星带来我们大脑皮层的震颤————<br>谨以此歌单献给我无比热爱的阅读，和音乐。是你们充盈了我的灵魂。<br>",3817226,86713,590,1856,"[""另类/独立"",""放松"",""学习""]",8237,9,51,16,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",607,"是","是","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",365,7,"否","否","否","是","否","否","否",3
"301","陈奕迅国粤双面金曲 你更喜欢哪个","破碎之花",1375228800,"<b>介绍：</b>Eason的金曲国粤语对照版，其实听国语较多，但有几首粤语的词真是的很动人，韵脚也是国语没办法做到的，自己体会吧。<br>",1785023,41262,616,420,"[""流行"",""经典""]",124,0,5,16,"否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",71,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否",36,47,"否","否","否","是","否","否","否",3
"302","成长岁月里100味华语男声","阿杰进化论",1470096000,"<b>介绍：</b>1——42：小学成长阶段<br>43——92：初中成长阶段<br>93——100：高中至今<br><br>因为此歌单是追忆成长岁月的，因此，高中至今的歌曲只收录了我认为比较明显的几首而已。<br><br>本歌单只收录了男声单唱，没有收录组合多人演唱。<br><br>歌单里第一首歌其实不是我小学听的，但这首歌概括性很强，考虑再三，还是收进去了。望各村民体谅！<br><br>现在听之前的歌曲，可能有的人会觉得自己那时听的歌太土鳖了，但我想说的是，那毕竟是你自己成长岁月的一部分啊，为什么要否认呢。<br><br>再说，什么歌曲是土鳖歌曲呢？什么歌曲特别高大上呢？<br><br>我仅愿能够有人在这个歌单里找到自己成长岁月的一点记忆，哪怕是一丁丁丁点我也就知足了。<br><br>不过 ，说到底，大家如果喜欢就收藏吧～我也是不介意滴～哈哈哈～<br><br>祝大家听歌愉快喽～～<br><br>",8155447,110137,1611,1548,"[""华语"",""流行"",""怀旧""]",16242,9,18,13,"否","是","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",406,"是","否","是","是","否","否","否","否","否","否","否","否","是","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",100,24,"是","否","否","否","是","否","否",3
